Latitude,Longitude,Type
-36.270408,148.924303,3
-36.255236,148.947293,3
-36.704088,149.161191,3
-36.673136,149.169729,3
-36.637457,149.268254,3
-36.841395,149.313106,3
-36.85761,149.41036,3
-37.45462,149.951322,3
-37.494194,149.968784,3
-37.457849,149.885822,3
-37.317784,149.539945,3
-37.30339,149.486962,3
-37.208232,149.249306,3
-37.122296,149.024697,3
-37.105587,148.968353,3
-37.083313,148.923475,3
-37.078076,148.902264,3
-37.050894,148.839371,3
-37.026033,148.7701,3
-37.016562,148.74436,3
-37.002489,148.716342,3
-36.975902,148.660606,3
-36.969526,148.630896,3
-36.957486,148.60194,3
-36.93922,148.563592,3
-36.933598,148.537483,3
-36.918494,148.503244,3
-36.899017,148.456533,3
-36.894658,148.439367,3
-36.888784,148.422945,3
-36.875812,48.398102,3
-36.882574,148.409131,3
-36.845714,148.324698,3
-36.840459,148.306631,3
-36.831133,148.285216,3
-36.784196,148.150007,3
-36.799109,148.117151,3
-36.768804,148.117068,3
-36.756299,148.129746,3
-36.743727,148.136943,3
-36.734768,148.131664,3
-36.728601,148.145096,3
-36.712431,148.164216,3
-36.651411,148.209813,3
-36.646967,148.209942,3
-36.641319,148.21492,3
-36.636256,148.215113,3
-36.628748,148.218804,3
-36.623702,148.220692,3
-36.61077,148.212264,3
-36.882849,148.583628,3
-36.873285,148.531825,3
-36.678816,148.30571,3
-36.700782,148.306506,3
-36.761798,148.271092,3
-36.774175,148.203687,3
-36.487074,149.698831,3
-36.475799,149.721575,3
-36.492244,149.740695,3
-36.467164,149.937197,3
-36.498555,149.931939,3
-36.461685,149.979028,3
-36.281466,149.910291,3
-36.22614,150.026756,3
-36.29646,149.956141,3
-36.148089,150.029389,3
-34.932634,149.663555,3
-34.895609,149.6374,3
-34.490235,150.597886,3
-34.37131,150.626078,3
-34.369438,150.65458,3
-34.382099,150.664187,3
-32.458228,142.843902,3
-29.669045,143.105241,3
-33.630043,144.224448,3
-32.825921,152.958658,3
-29.225838,154.524224,3
-29.623464,152.346661,3
-29.883966,152.371323,3
-29.139937,152.523409,3
-29.067135,141.112965,3
-29.363144,141.038553,3
-29.533202,141.210319,3
-33.984961,141.032862,3
-33.981092,141.282531,3
-33.967547,141.345531,3
-33.722648,141.158863,3
-33.348314,141.186892,3
-33.018239,141.16884,3
-32.185935,141.632428,3
-35.130895,150.757086,3
-35.164362,150.714638,3
-35.144635,150.652348,3
-35.061429,150.784715,3
-35.04903,150.824611,3
-35.02647,150.818283,3
-34.983219,150.74537,3
-34.9879,150.775401,3
-34.982464,150.733497,3
-34.984955,150.691644,3
-34.983525,150.660566,3
-35.000975,150.63717,3
-35.006112,150.667899,3
-35.021556,150.66301,3
-35.028419,150.671391,3
-35.048629,150.733124,3
-35.15806,150.626148,3
-35.127425,150.588266,3
-35.108914,150.559201,3
-35.108057,150.531614,3
-35.175447,150.561296,3
-30.319101,145.347425,3
-30.574842,145.725338,3
-30.585006,145.310195,3
-33.102819,148.393511,3
-33.000667,148.452399,3
-32.96774,148.464472,3
-31.999433,148.904415,3
-33.30419,151.486486,3
-33.852314,151.211706,3
-33.853997,151.216532,3
-33.851935,151.201901,3
-33.87012,151.18259,3
-33.866673,150.304064,3
-34.001936,150.104198,3
-34.896834,150.279631,3
-34.799785,150.061312,3
-35.091229,149.4188,3
-33.26368,145.648856,3
-33.390155,144.253748,3
-32.915246,144.762916,3
-33.012472,144.76289,3
-32.757816,144.756078,3
-32.955785,144.915127,3
-32.852006,145.133683,3
-32.934001,145.156361,3
-32.987925,145.318976,3
-32.963366,145.456392,3
-33.069423,145.527396,3
-33.081247,145.58817,3
-31.68232,143.558696,3
-31.54596,143.711601,3
-31.338102,143.688017,3
-31.228615,143.458296,3
-31.188824,143.516899,3
-31.138989,143.539892,3
-31.105762,143.49141,3
-31.034723,143.525075,3
-30.766094,143.660089,3
-30.72677,143.665117,3
-30.701424,143.658723,3
-30.792055,143.592074,3
-30.795926,143.480014,3
-30.650675,143.89199,3
-30.504369,143.823692,3
-30.635474,144.009172,3
-30.588566,144.395009,3
-30.29816,144.123691,3
-32.444037,142.911019,3
-32.347135,143.058599,3
-32.468743,143.093151,3
-32.52664,143.132284,3
-32.470448,143.193493,3
-32.586421,143.17654,3
-32.649434,143.259002,3
-32.448068,143.363028,3
-32.299016,143.366612,3
-32.113657,143.603346,3
-32.238375,143.638356,3
-32.353104,143.721115,3
-31.955673,143.239387,3
-31.230214,143.454297,3
-31.192197,143.515222,3
-31.134049,143.54862,3
-31.105953,143.493321,3
-31.149441,143.491972,3
-31.219443,143.489274,3
-31.238014,143.416171,3
-31.263765,143.358175,3
-31.21687,143.375131,3
-31.125701,143.381425,3
-31.112536,143.307059,3
-31.045537,143.255806,3
-31.054781,143.326391,3
-30.966465,143.198526,3
-30.90684,143.125602,3
-30.820475,143.054757,3
-30.790137,142.905429,3
-30.680389,142.888794,3
-30.790909,142.667117,3
-30.725317,142.68565,3
-30.72834,142.655465,3
-30.739064,142.603521,3
-30.675516,142.608199,3
-30.624392,142.53757,3
-30.506117,142.466351,3
-30.436369,142.514007,3
-30.383951,142.418399,3
-30.313146,142.3116777,3
-30.337279,142.192308,3
-30.284555,142.089434,3
-30.101732,142.115863,3
-29.923597,142.091933,3
-29.575267,141.865645,3
-29.374184,142.056259,3
-29.324428,142.074883,3
-29.173124,141.970857,3
-29.189769,141.905054,3
-29.085281,141.935985,3
-29.095223,141.903698,3
-29.360197,141.797312,3
-29.517647,142.146231,3
-29.545265,142.244538,3
-29.69369,142.375811,3
-29.716527,142.508275,3
-29.694168,144.080279,3
-29.694378,144.204561,3
-29.703698,144.235042,3
-29.72851,144.249757,3
-29.765075,144.388649,3
-29.722677,144.405432,3
-29.786055,144.413244,3
-29.815118,144.519562,3
-29.871403,144.500309,3
-29.898195,144.443737,3
-29.84322,144.605966,3
-29.891659,144.607155,3
-29.949483,144.564782,3
-30.018975,144.544271,3
-30.073748,144.606315,3
-30.148183,144.590241,3
-30.258173,144.585249,3
-30.229038,144.631423,3
-30.343458,144.715187,3
-30.386517,144.742948,3
-30.468637,144.788018,3
-30.511906,144.802842,3
-30.484001,144.869469,3
-30.378665,144.918849,3
-30.376385,144.968866,3
-30.298122,144.945973,3
-30.209209,144.852753,3
