station_id,road_name,suburb,cardinal_direction_name,classification_type,year,period,traffic_count,wgs84_latitude,wgs84_longitude,Heavy traffic 2021
9293,Pacific Highway,Fernbank Creek,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,2227,-31.430788,152.822479,2460
9295,Pacific Highway,Cooperabung,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,2290,-31.244495,152.822952,2530
9333,The Bucketts Way,Gloucester,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,130,-32.007946,151.969009,148
9338,The Bucketts Way,Burrell Creek,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,60,-31.949724,152.287766,68
9339,The Bucketts Way,Burrell Creek,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,26,-31.949741,152.313995,30
9403,Bulga Road,Marlee,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,27,-31.767307,152.316208,31
9410,Gloucester Road,Killawarra,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,83,-31.8787,152.328598,95
9572,New England Highway,Wallabadah,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2014,ALL DAYS,351,-31.459629,150.860687,376
9816,Crescent Head Road,South Kempsey,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,107,-31.134058,152.891464,118
9845,Ocean Drive,Lake Cathie,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,260,-31.56752,152.834808,299
9849,The Boulevarde,Strathfield,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,1217,-33.877975,151.093185,1266
9870,Wallanbah Road,Nabiac,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,104,-32.097305,152.368164,120
9886,Nowendoc Road,Karaak Flat,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,46,-31.901012,152.302185,53
9909,Pacific Highway,Bulahdelah,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,2379,-32.450874,152.197174,2654
9913,The Bucketts Way,Limeburners Creek,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,186,-32.6078,151.894531,214
9918,The Bucketts Way,Stroud Road,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,128,-32.279106,151.911041,146
9919,The Bucketts Way,Weismantels,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,123,-32.259876,151.925491,141
9925,The Lakes Way,Forster,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,172,-32.252533,152.53624,198
9929,Stroud Hill Road,Stroud,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,62,-32.376461,151.937958,71
9938,Failford Road,Failford,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,291,-32.086357,152.427734,325
10011,New South Head Road,Edgecliff,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2013,ALL DAYS,2839,-33.876652,151.230606,3074
18041,Canal Road,St Peters,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,4008,-33.919224,151.177978,4171
20075,City West Link Road,Lilyfield,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2013,ALL DAYS,3498,-33.871185,151.172668,3788
22001,Military Road,Mosman,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,5229,-33.825577,151.233261,5441
23067,Marsh Street,Arncliffe,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,919,-33.934475,151.15831,956
24021,Punchbowl Road,Belfield,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,162,-33.899914,151.088058,169
28008,Centenary Drive,Homebush West,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,2026,-33.86327,151.066605,2108
29005,Concord Road,Rhodes,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,6412,-33.824696,151.093216,6672
30011,Victoria Road,Rozelle,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2012,ALL DAYS,3356,-33.860798,151.164291,3670
32029,Burns Bay Road,Lane Cove West,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2012,ALL DAYS,1316,-33.821175,151.149902,1439
33023,Eastern Valley Way,Castlecrag,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,1967,-33.799751,151.210465,2047
33026,Penshurst Street,Chatswood,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2014,ALL DAYS,924,-33.788738,151.193848,991
34001,Spit Road,Middle Harbour,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2014,ALL DAYS,3885,-33.803474,151.246109,4165
34016,Condamine Street,Manly Vale,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2014,ALL DAYS,428,-33.778187,151.267136,459
34029,Wakehurst Parkway,Seaforth,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2014,ALL DAYS,717,-33.781223,151.237793,769
37022,Heathcote Road,Engadine,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2013,ALL DAYS,1649,-34.072643,151.000855,1786
40041,King Georges Road,Blakehurst,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,3157,-33.984394,151.109436,3285
42001,Alfords Point Road,Padstow Heights,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,770,-33.977142,151.030533,801
47024,Parramatta Road,Auburn,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2016,ALL DAYS,2341,-33.83889,151.029022,2460
48001,Western Motorway,Lidcombe,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2015,ALL DAYS,12755,-33.852379,151.057754,13540
49025,Parramatta Road,Clyde,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2013,ALL DAYS,4153,-33.832642,151.016739,4497
50231,Marsden Road,Carlingford,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,2035,-33.78928,151.062759,2118
50233,Silverwater Road,Ermington,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,2271,-33.807297,151.053345,2363
50234,Victoria Road,Rydalmere,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2015,ALL DAYS,2423,-33.812046,151.039719,2572
50240,Briens Road,Northmead,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,5852,-33.796436,150.987595,6090
50250,Hart Drive,Constitution Hill,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,2853,-33.797592,150.975433,3151
50260,Silverwater Road,Rydalmere,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,5352,-33.819763,151.05188,5569
51234,Lane Cove Road,Ryde,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2014,ALL DAYS,3977,-33.80019,151.114365,4264
51235,Victoria Road,Ryde,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,3781,-33.81551,151.101105,3935
53003,Pacific Highway,Warrawee,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2016,ALL DAYS,4193,-33.729225,151.122208,4407
53004,Pacific Highway,Gordon,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,3113,-33.75317,151.151077,3239
53005,Ryde Road,West Pymble,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,5579,-33.763687,151.136978,5806
53029,Mona Vale Road,St Ives,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2013,ALL DAYS,3563,-33.725666,151.168045,3858
55049,Pittwater Road,Collaroy,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2013,ALL DAYS,2068,-33.729507,151.30011,2239
55050,Warringah Road,Beacon Hill,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2013,ALL DAYS,2898,-33.753262,151.257889,3138
55052,Wakehurst Parkway,Oxford Falls,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2014,ALL DAYS,1031,-33.737915,151.244888,1105
57024,Mona Vale Road,Ingleside,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,2386,-33.686592,151.256943,2483
57025,Forest Way,Belrose,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2016,ALL DAYS,3351,-33.725773,151.219788,3522
60001,Newbridge Road,Moorebank,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2016,ALL DAYS,3053,-33.926929,150.928101,3209
62001,Hume Highway,Casula,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,708,-33.956684,150.891098,737
66021,Woodville Road,Villawood,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2014,ALL DAYS,3747,-33.888622,150.97377,4017
66249,Fairfield Street,Fairfield East,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,1354,-33.869324,150.963486,1409
68024,Great Western Highway,Wentworthville,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2016,ALL DAYS,2297,-33.814941,150.966827,2414
68025,Great Western Highway,South Wentworthville,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,1781,-33.816696,150.976623,1853
70154,Knox Road,Doonside,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,2111,-33.763252,150.863083,2197
71024,Windsor Road,Rouse Hill,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,609,-33.699543,150.928497,634
72026,Old Northern Road,Castle Hill,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2016,ALL DAYS,2166,-33.744923,150.996368,2276
72027,Windsor Road,Baulkham Hills,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,1993,-33.740467,150.984421,2074
72028,Castle Hill Road,Cherrybrook,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2013,ALL DAYS,1261,-33.738117,151.033081,1365
73038,Old Northern Road,Dural,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,991,-33.699642,151.01561,1031
74228,New Line Road,Cherrybrook,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,1643,-33.723019,151.036606,1710
74229,Beecroft Road,Cheltenham,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2015,ALL DAYS,1275,-33.760658,151.07962,1353
83011,Campbelltown Road,Leumeah,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,3622,-34.050945,150.825409,3769
87001,Great Western Highway,Penrith,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,141,-33.746132,150.681915,147
91003,Gwydir Highway,Gibraltar Range,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,63,-29.515152,152.312042,72
91022,Newell Highway,Gurley,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,1081,-29.83647,149.787933,1230
91029,New England Highway,Tenterfield,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,430,-29.067877,152.014404,475
91051,Gwydir Highway,Moree,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,171,-29.517397,149.678696,195
91068,Gwydir Highway,Glen Innes,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,219,-29.731607,151.710587,242
91078,Gwydir Highway,Warialda,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,156,-29.547243,150.552094,172
91117,Newell Highway,Moree,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,894,-29.185678,150.009522,1017
91119,Gwydir Highway,Bullarah,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,111,-29.458334,149.172317,125
91122,Phelhampton Crescent,Jennings,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2012,ALL DAYS,430,-28.92605,151.928467,470
91162,Bruxner Highway,Tabulam,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2012,ALL DAYS,78,-28.889633,152.511948,85
91170,Bruxner Way,Mingoola,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,48,-29.006794,151.534241,53
91179,Killarney Road,Legume,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,53,-28.398598,152.308502,59
91190,New England Highway,Dundee,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,415,-29.56608,151.865555,477
91205,Bundarra Road,Gilgai,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,152,-29.847488,151.118133,173
91254,Allan Cunningham Road,Gineroi,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2012,ALL DAYS,49,-29.699936,150.532974,54
91259,Gwydir Highway,Rob Roy,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,241,-29.733454,150.987671,266
91295,Guyra Road,Brockley,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,37,-30.249468,151.875717,41
91322,Carnarvon Highway,Ashley,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,113,-29.196751,149.737976,127
91341,Gwydir Highway,Biniguy,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2006,ALL DAYS,131,-29.529783,150.197525,152
91431,Falconer Street,South Guyra,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,541,-30.24276,151.669968,598
91439,New England Highway,Glen Innes,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,543,-29.755196,151.73494,600
91443,Church Street,Glen Innes,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,453,-29.725782,151.740341,500
91506,Bruxner Highway,Boggabilla,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,104,-28.617474,150.365082,117
91544,Mount Lindesay Road,Tenterfield,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,69,-29.032579,152.031967,76
91577,New England Highway,Tenterfield,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,621,-29.038141,152.00679,686
91591,Warialda Road,Warialda,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,70,-29.525082,150.578217,80
91594,Gwydir Highway,Swan Vale,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,144,-29.7714,151.435501,164
91606,New England Highway,Glencoe,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2012,ALL DAYS,389,-30.006659,151.715042,425
92001,New England Highway,Calala,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,680,-31.172205,150.920029,751
92002,Oxley Highway,Wallamore,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,445,-31.035707,150.816406,492
92031,New England Highway,Murrurundi,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,988,-31.775192,150.875458,1124
92033,New England Highway,Moonbi,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2012,ALL DAYS,722,-31.015482,151.076965,790
92034,New England Highway,Bendemeer,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,626,-30.899273,151.150879,691
92043,New England Highway,Willow Tree,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,501,-31.627665,150.729691,553
92052,Oxley Highway,Milroy,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,176,-31.024839,150.061172,194
92055,Oxley Highway,Nombi,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,93,-31.098509,149.897492,103
92057,New England Highway,Kentucky,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,491,-30.753918,151.382568,564
92060,New England Highway,Arding,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,594,-30.568075,151.574692,656
92065,New England Highway,Armidale,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,367,-30.464857,151.680847,405
92077,Newell Highway,Coonabarabran,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,788,-31.248814,149.306671,888
92084,Newell Highway,Wattle Springs,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,779,-31.336378,149.299652,878
92102,New England Highway,Willow Tree,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,865,-31.698866,150.773956,984
92112,Gundy Road,Scone,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,98,-32.058128,150.880936,113
92162,Kamilaroi Highway,Curlewis,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,290,-31.120811,150.272049,333
92175,Armidale Road,Nemingha,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,878,-31.12425,150.977859,1009
92187,Manilla Road,Red Hill,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,97,-30.54414,150.61171,110
92225,Kamilaroi Highway,Merah North,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,101,-30.181841,149.292786,114
92247,Mendooran Road,Mollyan,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,78,-31.58238,149.22644,88
92277,Golden Highway,Merriwa,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,245,-32.129383,150.269196,282
92280,Merriwa Road,Gungal,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,254,-32.276932,150.509964,289
92289,Kamilaroi Highway,Narrabri,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,362,-30.382442,149.795624,400
92294,Kamilaroi Highway,Emerald Hill,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,296,-30.858047,150.14624,340
92302,Oxley Highway,Rocky Glen,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,88,-31.120571,149.635513,99
92320,Bunnan Road,Bunnan,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,34,-32.033699,150.584854,39
92323,New England Highway,Goonoo Goonoo,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,561,-31.280041,150.906799,620
92344,Werris Creek Road,Currabubula,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2012,ALL DAYS,261,-31.288139,150.680405,285
92348,Kamilaroi Highway,Breeza,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,236,-31.356712,150.518753,269
92350,Kamilaroi Highway,Braefield,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,403,-31.581276,150.700256,463
92394,Grafton Road,Metz,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2012,ALL DAYS,80,-30.544332,151.799316,87
92460,Golden Highway,Merriwa,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,301,-32.141113,150.366684,346
92488,Liverpool Street,Scone,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,318,-32.048775,150.852386,362
92505,Thunderbolts Way,Uralla,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,78,-30.633221,151.499878,86
92546,Waterfall Way,Ebor,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,100,-30.421328,152.329956,115
92653,Scott Road,South Tamworth,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,544,-31.109468,150.929977,601
92695,Fitzroy Street,Walcha,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,108,-30.983658,151.581192,119
92701,Oxley Highway,Walcha,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,95,-30.986521,151.604889,105
92725,Newell Highway,Narrabri,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,1199,-30.311853,149.777725,1365
92732,Kamilaroi Highway,Narrabri,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2012,ALL DAYS,194,-30.206003,149.587982,212
92745,Castlereagh Highway,Mendooran,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,87,-31.829643,149.173477,98
92747,Golden Highway,Leadville,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,125,-32.080814,149.648331,141
92757,New England Highway,Tintinhull,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,744,-31.083788,151.019974,822
92758,Oxley Highway,Doyles River,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,45,-31.397959,152.080353,50
92760,New England Highway,Armidale,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,387,-30.526394,151.625183,427
93001,Wellington Road,Dubbo,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,638,-32.25935,148.64534,719
93002,Newell Highway,Parkes,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,864,-33.110325,148.174591,974
93036,Mitchell Highway,Maryvale,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,560,-32.526669,148.931229,631
93046,Newell Highway,Dubbo,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,1008,-32.260101,148.585922,1136
93090,Mitchell Highway,Lucknow,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,990,-33.362549,149.177856,1127
93093,Mitchell Highway,Orange,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2006,ALL DAYS,135,-33.249622,149.068283,157
93101,Mid Western Highway,Lyndhurst,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,291,-33.674461,149.000809,328
93143,Newell Highway,Gilgandra,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,818,-31.711691,148.676804,922
93144,Castlereagh Highway,Gilgandra,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,65,-31.712261,148.676971,73
93147,Castlereagh Highway,Gilgandra,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,157,-31.679592,148.646408,177
93153,Castlereagh Highway,Armatree,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,128,-31.386402,148.507187,144
93163,Mitchell Highway,Apsley,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,619,-32.586376,148.953293,698
93237,Henry Parkes Way,Manildra,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,169,-33.189911,148.496414,190
93238,Henry Parkes Way,Parkes,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,221,-33.14275,148.207077,249
93352,Newell Highway,Dubbo,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,1127,-32.203632,148.619507,1270
93409,Canowindra Road,Canowindra,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,164,-33.649349,148.664551,185
93677,Newell Highway,Gilgandra,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,844,-31.71352,148.666931,951
93810,Newell Highway,Forbes,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,897,-33.397568,147.990463,1011
93828,Mitchell Highway,Wongarbon,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,495,-32.343056,148.768646,563
93859,The Escort Way,Borenore,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,347,-33.267632,149.02533,391
93872,Newell Highway,Eumungerie,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2009,ALL DAYS,879,-31.91156,148.620712,990
93895,Mid Western Highway,Woodstock,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,295,-33.713688,148.841919,332
93903,The Escort Way,Boree,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2009,ALL DAYS,416,-33.235401,148.832733,469
94024,Yass Valley Way,Manton,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,318,-34.867035,148.956513,355
94026,Yass Valley Way,Manton,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2006,ALL DAYS,77,-34.864609,148.978989,89
94052,Coolac Road,Coolac,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2006,ALL DAYS,2487,-34.912739,148.168076,2887
94061,Snowy Mountains Highway,Mount Adrah,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,220,-35.185589,147.878983,243
94073,Sutton Street,Cootamundra,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,244,-34.652634,148.015045,270
94077,Olympic Highway,Wallendbeen,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,201,-34.519371,148.164276,224
94078,Olympic Highway,Young,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,296,-34.328087,148.287643,330
94091,Lachlan Valley Way,Boorowa,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2006,ALL DAYS,133,-34.425968,148.697754,154
94093,Cunningar Road,Boorowa,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,42,-34.465618,148.694977,47
94095,Burley Griffin Way,Cunningar,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,283,-34.568203,148.422897,316
94096,Cunningar Road,Cunningar,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,28,-34.552769,148.425522,31
94100,Burley Griffin Way,Murrumburrah,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,253,-34.539425,148.323318,282
94103,Henry Lawson Way,Young,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,149,-34.26141,148.267013,165
94104,Milvale Road,Memagong,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2012,ALL DAYS,115,-34.299564,148.230026,126
94105,Olympic Highway,Wombat,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,255,-34.414322,148.248459,293
94110,West Street,Stockinbingal,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2006,ALL DAYS,190,-34.500065,147.872894,221
94111,Stockinbingal Road,Stockinbingal,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,66,-34.51049,147.898285,73
